team_name,mu,sigma,rank
gejming haus aula,14.019161881191284,4.68574337551939,-0.0380682453668868
Amazing Wicked,12.969699677512816,4.336501345037216,-0.03980435759883072
For Gamers,16.15687457586986,5.401524105094856,-0.0476977394147049
-0_o-,14.259534871280707,4.7707348459036245,-0.05266966643016602
Lords SGG,13.614827287070844,4.557930583171198,-0.05896446244275033
Toppen,14.786748139459919,4.949660053114943,-0.06223201988491134
semXorah,12.703865628558491,4.255957974557423,-0.06400829511377815
Beantown Bandits,15.79976292974392,5.288716261933592,-0.06638585605685599
Online pro,16.975995565628377,5.680995157314228,-0.0669899063143049
Intense,17.01722489389471,5.695562596753172,-0.06946289636480785
eRazed,17.01722489389471,5.695562596753172,-0.06946289636480785
New ReVoL,10.00341168864858,3.3607355275033473,-0.07879489386146155
VengefuL,13.02035420277934,4.368687061589555,-0.08570698198932725
Polbit Pogon,14.695572140122382,4.927924652209495,-0.08820181650610515
osku's team,10.890051184598239,3.6611714717243338,-0.09346323057476269
Sway,9.475988270800181,3.1900348279936885,-0.09411621318088415
Kazek,9.537868113663,3.215987291901774,-0.11009376204232169
Quintic,12.417683968083455,4.177199399479813,-0.11391423035598258
über n00bz,13.730075961973858,4.620014919964764,-0.12996879792043536
Hell and Kill,12.900739351714451,4.344779615579662,-0.1335994950245354
First_online_then_LAN,13.983042628183885,4.705839568062583,-0.1344760760038639
RedFear.wild,13.997713849174076,4.711090584172411,-0.13555790334315887
team,15.659787017533795,5.267643477444751,-0.1431434148004591
WDHA,13.43963763420416,4.528105541382253,-0.14467898994259798
ETERNiTY,15.347499276102711,5.169159401899845,-0.15997892959682325
The Frag Dolphins,13.058502949831004,4.407675828983256,-0.1645245371187638
Sespåmermaid,11.959062584203053,4.04426655787869,-0.17373708943301835
plebverkstad,18.02728660172445,6.067355715416454,-0.17478054452491065
TOASTBROT,15.513007297578218,5.232538188950194,-0.18460726927236415
VYE,16.987377543424998,5.724015947324471,-0.184670298548415
Vac Banned,14.464225026959761,4.8862344548744225,-0.1944783376635062
TverbBogi,17.991177775052,6.062729094028819,-0.1970095070344584
Eternity,14.012393536291155,4.737402634552314,-0.1998143673657875
Red ViperZ,17.930172138474056,6.0452139411851595,-0.20546968508142172
XI,15.085220203408134,5.098645799175985,-0.21071719411982137
haschpsykos,11.689085018675161,3.968368410595313,-0.21602021311077735
Vatos Locos,11.25988602224028,3.8292656401057665,-0.2279108980770186
oBBg,15.338530707266335,5.194074458736656,-0.24369266894363406
ToyStory,12.600423012278208,4.284342650476203,-0.2526049391504017
Pipel,13.519476092730052,4.592585972245662,-0.2582818240069358
Wargods,9.966422212523405,3.420078969318845,-0.2938146954331309
JoinTheForce,13.722162391185526,4.675436663204473,-0.3041475984278943
Famou5,12.435475633302685,4.250489168597438,-0.31599187248962934
Wiadro-Gaming,18.813424633852385,6.381614840143445,-0.33141988657795096
WClick,9.611969024343736,3.3146398729494324,-0.331950594504562
El Salvador,15.971231334616313,5.435247809325003,-0.3345120933586969
Spartan,17.090108988653455,5.80935144226392,-0.3379453381383044
Mistaken.Ares,17.090108988653455,5.80935144226392,-0.3379453381383044
izquierdo pico,17.090108988653455,5.80935144226392,-0.3379453381383044
Rektus,17.090108988653455,5.80935144226392,-0.3379453381383044
mixens farsa,17.090108988653455,5.80935144226392,-0.3379453381383044
Fenix Fire,17.090108988653455,5.80935144226392,-0.3379453381383044
Supervillains,17.090108988653455,5.80935144226392,-0.3379453381383044
New Arise,17.090108988653455,5.80935144226392,-0.3379453381383044
OX,17.090108988653455,5.80935144226392,-0.3379453381383044
ROG adreN,17.090108988653455,5.80935144226392,-0.3379453381383044
Rising Note,17.090108988653455,5.80935144226392,-0.3379453381383044
Christon,17.090108988653455,5.80935144226392,-0.3379453381383044
fantazija,17.090108988653455,5.80935144226392,-0.3379453381383044
Beastly,17.090108988653455,5.80935144226392,-0.3379453381383044
Doit,17.090108988653455,5.80935144226392,-0.3379453381383044
UNK1ND,17.090108988653455,5.80935144226392,-0.3379453381383044
Molotov,17.090108988653455,5.80935144226392,-0.3379453381383044
Paranoid,17.090108988653455,5.80935144226392,-0.3379453381383044
